code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country
1532872,TRUE,ALEKSANYAN Artur,ALEKSANYAN A,Artur ALEKSANYAN,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,0,0,['Wrestling'],"[""Men's Greco-Roman 97kg""]",21-Oct-1991,GYUMRI,Armenia,GYUMRI,Armenia
1532873,TRUE,AMOYAN Malkhas,AMOYAN M,Malkhas AMOYAN,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,0,0,['Wrestling'],"[""Men's Greco-Roman 77kg""]",22-Jan-1999,YEREVAN,Armenia,YEREVAN,Armenia
1532874,TRUE,GALSTYAN Slavik,GALSTYAN S,Slavik GALSTYAN,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,0,0,['Wrestling'],"[""Men's Greco-Roman 67kg""]",21-Dec-1996,Unknown,Unknown,YEREVAN,Armenia
1532944,TRUE,HARUTYUNYAN Arsen,HARUTYUNYAN A,Arsen HARUTYUNYAN,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,0,0,['Wrestling'],"[""Men's Freestyle 57kg""]",22-Nov-1999,MASIS,Armenia,YEREVAN,Armenia
1532945,TRUE,TEVANYAN Vazgen,TEVANYAN V,Vazgen TEVANYAN,Male,Athlete,ARM,Armenia,Armenia,Armenia,Armenia,ARM,0,0,['Wrestling'],"[""Men's Freestyle 65kg""]",27-Oct-1999,POKR VEDI,Armenia,Unknown,Armenia
1532951,TRUE,ARENAS Lorena,ARENAS L,Lorena ARENAS,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,162,0,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",17-Sep-1993,PEREIRA,Colombia,MELBOURNE,Australia
1533112,TRUE,McKENZIE Ashley,McKENZIE A,Ashley McKENZIE,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,0,0,['Judo'],['Men -60 kg'],17-Jul-1989,LONDON,Great Britain,CAMBERLEY,Great Britain
1533136,TRUE,BASS BITTAYE Gina Mariam,BASS BITTAYE GM,Gina Mariam BASS BITTAYE,Female,Athlete,GAM,Gambia,Gambia,Gambia,Gambia,GAM,161,0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",03-May-1995,TUBAKUTA,Gambia,Unknown,Unknown
1533176,TRUE,CAMARA Ebrahima,CAMARA E,Ebrahima CAMARA,Male,Athlete,GAM,Gambia,Gambia,Gambia,Gambia,GAM,178,0,['Athletics'],"[""Men's 100m""]",18-Sep-1996,BUNDUNG,Gambia,ANGERS,France
1533188,TRUE,RUEDA SANTOS Lizeth,RUEDA SANTOS L,Lizeth RUEDA SANTOS,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Triathlon'],"[""Women's Individual""]",07-Mar-1994,GUADALAJARA,Mexico,XALAPA,Mexico
1533189,TRUE,TAPIA VIDAL Rosa Maria,TAPIA VIDAL RM,Rosa Maria TAPIA VIDAL,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Triathlon'],"[""Women's Individual""]",27-Aug-1997,HERMOSILLO,Mexico,GUADALAJARA,Mexico
1533190,TRUE,GRAJALES Crisanto,GRAJALES C,Crisanto GRAJALES,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Triathlon'],"[""Men's Individual""]",06-May-1987,XALAPA,Mexico,XALAPA,Mexico
1533208,TRUE,MAAROUFOU Hachim,MAAROUFOU H,Hachim MAAROUFOU,Male,Athlete,COM,Comoros,Comoros,Comoros,Comoros,COM,183,0,['Athletics'],"[""Men's 100m""]",13-Feb-1997,MARSEILLE,France,MARSEILLE,France
1533209,TRUE,SAADI Maesha,SAADI M,Maesha SAADI,Female,Athlete,COM,Comoros,Comoros,Comoros,Comoros,COM,0,0,['Swimming'],"[""Women's 50m Freestyle""]",16-Jan-2007,VIENNE,France,SAINT-ROMAIN-EN-GAL,France
1533230,TRUE,DIOSDADO Nuria,DIOSDADO N,Nuria DIOSDADO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Swimming'],"['Team', 'Duet']",22-Aug-1990,GUADALAJARA,Mexico,MEXICO CITY,Mexico
1533231,TRUE,JIMENEZ Joana,JIMENEZ J,Joana JIMENEZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Swimming'],"['Team', 'Duet']",19-Aug-1993,ECATEPEC DE MORELOS,Mexico,MEXICO CITY,Mexico
1533232,TRUE,SOBRINO Jessica,SOBRINO J,Jessica SOBRINO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Swimming'],['Team'],26-May-1994,MEXICO CITY,Mexico,MEXICO CITY,Mexico
1533234,TRUE,ALFEREZ Regina,ALFEREZ R,Regina ALFEREZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Swimming'],['Team'],01-Dec-1997,Unknown,Unknown,MEXICO CITY,Mexico
1533235,TRUE,ARELLANO Fernanda,ARELLANO F,Fernanda ARELLANO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Swimming'],['Team'],28-Feb-2002,Unknown,Unknown,MEXICO CITY,Mexico
1533237,TRUE,TOSCANO Pamela,TOSCANO P,Pamela TOSCANO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Swimming'],['Team'],13-Jan-2000,Unknown,Unknown,GUADALAJARA,Mexico
1533239,TRUE,GONZALEZ Itzamary,GONZALEZ I,Itzamary GONZALEZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Swimming'],['Team'],14-Nov-2003,Unknown,Unknown,Unknown,Unknown
1533240,TRUE,RODRIGUEZ Samanta,RODRIGUEZ S,Samanta RODRIGUEZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Swimming'],['Team'],05-Dec-1994,Unknown,Unknown,Unknown,Unknown
1533243,TRUE,INZUNZA Glenda,INZUNZA G,Glenda INZUNZA,Female,Alternate Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Swimming'],['Team'],12-Mar-2000,Unknown,Unknown,Unknown,Unknown
1533245,TRUE,SEHEN Sajjad,SEHEN S,Sajjad SEHEN,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,0,0,['Judo'],['Men -81 kg'],08-Mar-1996,Unknown,Iraq,Unknown,Iraq
1533359,TRUE,RUBAIAWI Ali Ammar Yusur,RUBAIAWI AAY,Ali Ammar Yusur RUBAIAWI,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,0,0,['Weightlifting'],"[""Men's +102kg""]",02-Aug-2004,Unknown,Unknown,BAGHDAD,Iraq
1533364,TRUE,ISMAIL Mohamed,ISMAIL M,Mohamed ISMAIL,Male,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,170,0,['Athletics'],"[""Men's 5000m""]",01-Jan-1997,Unknown,Djibouti,ALI SABIEH,Djibouti
1533371,TRUE,HASSAN Ibrahim,HASSAN I,Ibrahim HASSAN,Male,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,170,0,['Athletics'],"[""Men's Marathon""]",01-Jan-1997,Unknown,Unknown,Unknown,Djibouti
1533372,TRUE,WAISS Abdi,WAISS A,Abdi WAISS,Male,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,170,0,['Athletics'],"[""Men's 5000m""]",03-Jul-1996,Unknown,Djibouti,Unknown,Unknown
1533374,TRUE,HASSAN NOUR Samiyah,HASSAN NOUR S,Samiyah HASSAN NOUR,Female,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,160,0,['Athletics'],"[""Women's 5000m""]",05-Dec-1999,Unknown,Unknown,Unknown,Unknown
1533378,TRUE,HOUSSEIN BARKAT Houmed,HOUSSEIN BARKAT H,Houmed HOUSSEIN BARKAT,Male,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,0,0,['Swimming'],"[""Men's 50m Freestyle""]",04-Apr-2004,Unknown,Unknown,DJIBOUTI,Djibouti
1535180,TRUE,BARAT Andy,BARAT A,Andy BARAT,Male,Athlete,COM,Comoros,Comoros,Comoros,Comoros,COM,0,0,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",29-Nov-1997,ANJOUAN,Comoros,Unknown,France
1535186,TRUE,MARTINEZ RAMIREZ Miguel Angel,MARTINEZ RAMIREZ M,Miguel Angel MARTINEZ RAMIREZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,178,0,['Boxing'],"[""Men's 63.5kg""]",17-Mar-2001,DURANGO,Mexico,Unknown,Mexico
1535187,TRUE,VERDE ALVAREZ Marco Alonso,VERDE ALVAREZ MA,Marco Alonso VERDE ALVAREZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,180,0,['Boxing'],"[""Men's 71kg""]",11-Feb-2002,MAZATLAN,Mexico,MAZATLAN,Mexico
1535191,TRUE,GONZALEZ Alegna,GONZALEZ A,Alegna GONZALEZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,158,0,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",02-Jan-1999,OJINAGA,Mexico,MEXICO CITY,Mexico
1535195,TRUE,LOPEZ Jesus Tonatiu,LOPEZ JT,Jesus Tonatiu LOPEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,190,0,['Athletics'],"[""Men's 800m""]",02-Aug-1997,HERMOSILLO,Mexico,HERMOSILLO,Mexico
1535199,TRUE,PORTILLO Erick,PORTILLO E,Erick PORTILLO,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,190,0,['Athletics'],"[""Men's High Jump""]",05-Oct-2000,CHIHUAHUA,Mexico,MEXICO CITY,Mexico
1535201,TRUE,MUNOZ Uziel,MUNOZ U,Uziel MUNOZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,185,0,['Athletics'],"[""Men's Shot Put""]",08-Sep-1995,NUEVO CASAS GRANDES,Mexico,MONTERREY,Mexico
1535202,TRUE,del REAL Diego,del REAL D,Diego del REAL,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,185,0,['Athletics'],"[""Men's Hammer Throw""]",06-Mar-1994,MONTERREY,Mexico,MONTERREY,Mexico
1535203,TRUE,DOCTOR Jose Luis,DOCTOR JL,Jose Luis DOCTOR,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,175,0,['Athletics'],"[""Men's 20km Race Walk""]",14-Jun-1996,HUIXQUILUCAN,Mexico,MEXICO CITY,Mexico
1535212,TRUE,MORAN Paola,MORAN P,Paola MORAN,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,169,0,['Athletics'],"[""Women's 400m""]",25-Feb-1997,GUADALAJARA,Mexico,GUADALAJARA,Mexico
1535214,TRUE,GALVAN Laura,GALVAN L,Laura GALVAN,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,162,0,['Athletics'],"[""Women's 5000m""]",05-Oct-1991,LA SAUCEDA,Mexico,GUANAJUATO,Mexico
1535216,TRUE,CORTES Alma Delia,CORTES AD,Alma Delia CORTES,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,160,0,['Athletics'],"[""Women's 5000m""]",26-Dec-1997,TULTITLAN,Mexico,TULTITLAN,Mexico
1535217,TRUE,CRISTIAN MOSCOTE Citlali,CRISTIAN MOSCOTE C,Citlali CRISTIAN MOSCOTE,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,154,0,['Athletics'],"[""Women's Marathon""]",15-Apr-1995,SAN JUAN DE LOS LAGOS,Mexico,ZAPOPAN,Mexico
1535222,TRUE,PALMA OLIVARES Ever Jair,PALMA OLIVARES EJ,Ever Jair PALMA OLIVARES,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,168,0,['Athletics'],['Marathon Race Walk Relay Mixed'],18-Mar-1992,ZIT?CUARO,Mexico,Unknown,Mexico
1535225,TRUE,OETLING RAMIREZ Elena,OETLING RAMIREZ E,Elena OETLING RAMIREZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Sailing'],"[""Women's Dinghy""]",18-Apr-1993,CHAPALA,Mexico,CHAPALA,Mexico
1535226,TRUE,AGUILAR CHAVEZ PEON Mariana,AGUILAR CH P,Mariana AGUILAR CHAVEZ PEON,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Sailing'],"[""Women's Windsurfing""]",12-Mar-1999,MEXICO CITY,Mexico,Unknown,Mexico
1535252,TRUE,LECHUGA ALANIS Kenia,LECHUGA ALANIS K,Kenia LECHUGA ALANIS,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rowing'],"[""Women's Single Sculls""]",26-Jun-1994,SANTIAGO,Mexico,MEXICO CITY,Mexico
1535260,TRUE,LOPEZ GARCIA Alexis,LOPEZ GARCIA A,Alexis LOPEZ GARCIA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rowing'],"[""Lightweight Men's Double Sculls""]",01-May-1997,SAN FELIPE,Mexico,MEXICO CITY,Mexico
1535267,TRUE,CARBALLO NIETO Miguel,CARBALLO NIETO M,Miguel CARBALLO NIETO,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rowing'],"[""Lightweight Men's Double Sculls""]",08-Jul-1992,LA PAZ,Mexico,MEXICO CITY,Mexico
1535310,TRUE,BLANCO Luisa,BLANCO L,Luisa BLANCO,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",18-Nov-2001,"LOS ANGELES, CA",United States,"TUSCALOOSA, AL",Unknown
1535343,TRUE,WILLARS VALDEZ Randal,WILLARS VALDEZ R,Randal WILLARS VALDEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",30-Apr-2002,MEXICO CITY,Mexico,MEXICO CITY,Mexico
1535345,TRUE,BERLIN REYES Kevin,BERLIN REYES K,Kevin BERLIN REYES,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",25-Apr-2001,VERACRUZ,Mexico,MONTERREY,Mexico
1535346,TRUE,OROZCO LOZA Alejandra,OROZCO LOZA A,Alejandra OROZCO LOZA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",19-Apr-1997,ZAPOPAN,Mexico,GUADALAJARA,Mexico
1535348,TRUE,AGUNDEZ GARCIA Gabriela,AGUNDEZ GARCIA G,Gabriela AGUNDEZ GARCIA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",04-Aug-2000,LA PAZ,Mexico,Unknown,Mexico
1535349,TRUE,OLVERA IBARRA Osmar,OLVERA IBARRA O,Osmar OLVERA IBARRA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",05-Jun-2004,MEXICO CITY,Mexico,Unknown,Unknown
1535350,TRUE,GARZA PEREZ Eugenio,GARZA PEREZ E,Eugenio GARZA PEREZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",23-Jul-1996,MONTERREY,Mexico,"WELLINGTON, FL",United States
1535351,TRUE,FERNANDEZ Federico,FERNANDEZ F,Federico FERNANDEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",28-Mar-1968,"NAPALUCAN, PUEBLO",Mexico,MEXICO CITY,Mexico
1535354,TRUE,de LARA OJEDA Miguel Alejandro,de LARA OJEDA MA,Miguel Alejandro de LARA OJEDA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]",09-Aug-1994,TORRE?N,Mexico,"BLACKSBURG, VA",United States
1535356,TRUE,MORENO Alexa,MORENO A,Alexa MORENO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",08-Aug-1994,MEXICALI,Mexico,TIJUANA,Mexico
1535357,TRUE,SANDOVAL Ahtziri,SANDOVAL A,Ahtziri SANDOVAL,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",05-Oct-1996,GUADALAJARA,Mexico,GUADALAJARA,Mexico
1535358,TRUE,FLORES Sofia,FLORES S,Sofia FLORES,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rhythmic Gymnastics'],['Group All-Around'],20-Dec-2004,Unknown,Mexico,Unknown,Mexico
1535359,TRUE,SALAZAR Kimberly,SALAZAR K,Kimberly SALAZAR,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rhythmic Gymnastics'],['Group All-Around'],24-Apr-2004,XALAPA,Mexico,Unknown,Mexico
1535360,TRUE,TEJEDA Adirem,TEJEDA A,Adirem TEJEDA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rhythmic Gymnastics'],['Group All-Around'],21-Jun-2002,Unknown,Unknown,Unknown,Unknown
1535361,TRUE,ALCOCER Dalia,ALCOCER D,Dalia ALCOCER,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rhythmic Gymnastics'],['Group All-Around'],02-Jan-2004,MERIDA,Mexico,Unknown,Mexico
1535362,TRUE,GUTIERREZ Julia,GUTIERREZ J,Julia GUTIERREZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rhythmic Gymnastics'],['Group All-Around'],13-Sep-2007,MERIDA,Mexico,Unknown,Mexico
1535363,TRUE,HERNANDEZ Emiliano,HERNANDEZ E,Emiliano HERNANDEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Modern Pentathlon'],"[""Men's Individual""]",27-Jan-1998,MEXICO CITY,Mexico,MEXICO CITY,Mexico
1535364,TRUE,CARRILLO Duilio,CARRILLO D,Duilio CARRILLO,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Modern Pentathlon'],"[""Men's Individual""]",24-Mar-1997,GUADALAJARA,Mexico,MEXICO CITY,Mexico
1535365,TRUE,OLIVER Mayan,OLIVER M,Mayan OLIVER,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Modern Pentathlon'],"[""Women's Individual""]",11-Jul-1993,Unknown,Mexico,CUAUTITLAN IZCALLI,Mexico
1535366,TRUE,SANSORES Carlos,SANSORES C,Carlos SANSORES,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Taekwondo'],['Men +80kg'],25-Jun-1997,CANCUN,Mexico,CANCUN,Mexico
1535367,TRUE,SOUZA Daniela Paola,SOUZA DP,Daniela Paola SOUZA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Taekwondo'],['Women -49kg'],27-Aug-1999,"ZAPOPAN, JALISCO",Mexico,TIJUANA,Mexico
1535368,TRUE,CLELAND QUINONEZ Alan,CLELAND QUINONEZ A,Alan CLELAND QUINONEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Surfing'],['Men'],19-Jun-2002,BOCA DE PASCUALES,Mexico,AVECES,Mexico
1535373,TRUE,GRIGORIAN Aram,GRIGORIAN A,Aram GRIGORIAN,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,0,0,['Judo'],['Men -90 kg'],09-Jun-1998,MOSCOW,Russian Federation,MOSCOW,Russian Federation
1535374,TRUE,KOSTOEV Dzhafar,KOSTOEV D,Dzhafar KOSTOEV,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,0,0,['Judo'],['Men -100 kg'],28-Apr-1999,"NAZRAN, INGUSHETIA",Russian Federation,ABU DHABI,UA Emirates
1535375,TRUE,MAGOMEDOMAROV Magomedomar,MAGOMEDOMAROV M,Magomedomar MAGOMEDOMAROV,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,0,0,['Judo'],['Men +100 kg'],10-Apr-2001,Unknown,Russian Federation,Unknown,UA Emirates
1535376,TRUE,TATALASHVILI Nugzari,TATALASHVILI N,Nugzari TATALASHVILI,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,0,0,['Judo'],['Men -81 kg'],20-Mar-1990,TBILISI,Georgia,GORI,Georgia
1535383,TRUE,BISHRELT Khorloodoi,BISHRELT K,Khorloodoi BISHRELT,Female,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,0,0,['Judo'],['Women -52 kg'],29-May-1998,ARVAIKHEER,Mongolia,ULAANBAATAR,Mongolia
1535385,TRUE,HOUSSEIN Alexandre,HOUSSEIN A,Alexandre HOUSSEIN,Male,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,0,0,['Judo'],['Men -73 kg'],28-Mar-1998,COMPI?GNE,France,PARIS,France
1535395,TRUE,AL SAYEGH Safia,AL SAYEGH S,Safia AL SAYEGH,Female,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,0,0,['Cycling Road'],"[""Women's Road Race""]",23-Sep-2001,Unknown,Unknown,Unknown,Unknown
1535420,TRUE,VALENCIA Alejandra,VALENCIA A,Alejandra VALENCIA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",17-Oct-1994,HERMOSILLO,Mexico,HERMOSILLO,Mexico
1535429,TRUE,RUIZ Angela,RUIZ A,Angela RUIZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Archery'],"[""Women's Individual"", ""Women's Team""]",28-Jul-2006,Unknown,Unknown,MEXICO CITY,Mexico
1535430,TRUE,GRANDE Matias,GRANDE M,Matias GRANDE,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",26-Apr-2004,GUANAJUATO,Mexico,MEXICO CITY,Mexico
1535433,TRUE,PRIETO Marcela,PRIETO M,Marcela PRIETO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Cycling Road'],"[""Women's Road Race""]",11-Mar-1992,AGUASCALIENTES,Mexico,Unknown,Unknown
1535438,TRUE,RAMIREZ RAMOS Edson Ismael,RAMIREZ RAMOS EI,Edson Ismael RAMIREZ RAMOS,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",10-Jul-2000,CIUDAD VICTORIA,Mexico,SALTILLO,Mexico
1535439,TRUE,RODRIGUEZ Gabriela,RODRIGUEZ G,Gabriela RODRIGUEZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Shooting'],['Skeet Women'],12-Dec-1996,NUEVO LEON,Mexico,SALTILLO,Mexico
1535440,TRUE,ZAVALA VAZQUEZ Alejandra,ZAVALA VAZQUEZ A,Alejandra ZAVALA VAZQUEZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",16-Jun-1984,GUADALAJARA,Mexico,LEON,Mexico
1535441,TRUE,QUEZADA MARQUEZ Carlos,QUEZADA MARQUEZ C,Carlos QUEZADA MARQUEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",21-Oct-1999,GUADALAJARA,Mexico,GUADALAJARA,Mexico
1535442,TRUE,PENAFLOR MOYSEN Aram Michell,PENAFLOR MOYSEN AM,Aram Michell PENAFLOR MOYSEN,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Triathlon'],"[""Men's Individual""]",11-Mar-1999,TOLUCA,Mexico,GUADALAJARA,Mexico
1535444,TRUE,REINOSO Sofia,REINOSO S,Sofia REINOSO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",23-Oct-1996,PUEBLA,Mexico,TLAPACOYAN,Mexico
1535448,TRUE,BRIONES FRAGOZA Beatriz,BRIONES FRAGOZA B,Beatriz BRIONES FRAGOZA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",10-Feb-1999,TIJUJANA,Mexico,SULTANA DEL NORTE,Mexico
1535449,TRUE,ALANIS MORALES Karina,ALANIS MORALES K,Karina ALANIS MORALES,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",09-Dec-1993,MONTERREY,Mexico,Unknown,Unknown
1535505,TRUE,LINARES Natalia,LINARES N,Natalia LINARES,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,171,0,['Athletics'],"[""Women's Long Jump""]",03-Jan-2003,VALLEDUPAR,Colombia,SANTA MARTA,Colombia
1535506,TRUE,LONGA Ronal,LONGA R,Ronal LONGA,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,183,0,['Athletics'],"[""Men's 100m""]",30-Jun-2004,ISTMINA,Colombia,BOGOTA,Colombia
1535511,TRUE,RUIZ HURTADO Flor Denis,RUIZ HURTADO FD,Flor Denis RUIZ HURTADO,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,175,0,['Athletics'],"[""Women's Javelin Throw""]",29-Jan-1991,PRADERA,Colombia,PALMIRA,Colombia
1535512,TRUE,ORJUELA Angie,ORJUELA A,Angie ORJUELA,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,158,0,['Athletics'],"[""Women's Marathon""]",09-May-1989,BOGOTA,Colombia,BOGOTA,Colombia
