code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country
1920154,TRUE,KOEPP Leo,KOEPP L,Leo KOEPP,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,176,0,['Athletics'],"[""Men's 20km Race Walk""]",23-May-1998,KONSTANZ,Germany,BERLIN,Germany
1920155,TRUE,KRAUSE Gesa Felicitas,KRAUSE GF,Gesa Felicitas KRAUSE,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,167,0,['Athletics'],"[""Women's 3000m Steeplechase""]",03-Aug-1992,EHRINGSHAUSEN,Germany,FRANKFURT AM MAIN,Germany
1920158,TRUE,KWAYIE Lisa Marie,KWAYIE LM,Lisa Marie KWAYIE,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,172,0,['Athletics'],"[""Women's 4 x 400m Relay""]",27-Oct-1996,Unknown,Ghana,BERLIN,Germany
1920161,TRUE,LINKE Christopher,LINKE C,Christopher LINKE,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,191,0,['Athletics'],"[""Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",24-Oct-1988,POTSDAM,Germany,WERDER/HAVEL,Germany
1920162,TRUE,LITA BAEHRE Bo Kanda,LITA BAEHRE BK,Bo Kanda LITA BAEHRE,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,194,0,['Athletics'],"[""Men's Pole Vault""]",29-Apr-1999,DUSSELDORF,Germany,DUSSELDORF,Germany
1920164,TRUE,LUECKENKEMPER Gina,LUECKENKEMPER G,Gina LUECKENKEMPER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,170,0,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",21-Nov-1996,HAMM,Germany,SOEST,Germany
1920167,TRUE,MAISCH Katharina,MAISCH K,Katharina MAISCH,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,176,0,['Athletics'],"[""Women's Shot Put""]",12-Jun-1997,Unknown,Unknown,Unknown,Unknown
1920169,TRUE,MAYER Lisa,MAYER L,Lisa MAYER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,170,0,['Athletics'],"[""Women's 4 x 100m Relay""]",02-May-1996,GIESSEN,Germany,FRANKFURT AM MAIN,Germany
1920170,TRUE,MAYER Mona,MAYER M,Mona MAYER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,169,0,['Athletics'],"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",13-Sep-2001,Unknown,Unknown,Unknown,Unknown
1920174,TRUE,MEYER Lea,MEYER L,Lea MEYER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,175,0,['Athletics'],"[""Women's 3000m Steeplechase""]",16-Sep-1997,LONINGEN,Germany,Unknown,Unknown
1920175,TRUE,MIHAMBO Malaika,MIHAMBO M,Malaika MIHAMBO,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,171,0,['Athletics'],"[""Women's Long Jump""]",03-Feb-1994,HEIDELBERG,Germany,OFTERSHEIM,Germany
1920180,TRUE,NEUGEBAUER Leo,NEUGEBAUER L,Leo NEUGEBAUER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,201,0,['Athletics'],"[""Men's Decathlon""]",19-Jun-2000,G?RLITZ,Germany,"AUSTIN, TX",United States
1920183,TRUE,OGUNLEYE Yemisi,OGUNLEYE Y,Yemisi OGUNLEYE,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,185,0,['Athletics'],"[""Women's Shot Put""]",03-Oct-1998,BELLHEIM,Germany,KARLSRUHE,Germany
1920185,TRUE,ONNEN Imke,ONNEN I,Imke ONNEN,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,190,0,['Athletics'],"[""Women's High Jump""]",17-Aug-1994,LANGENHAGEN,Germany,HANOVER,Germany
1920188,TRUE,PETROS Amanal,PETROS A,Amanal PETROS,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,181,0,['Athletics'],"[""Men's Marathon""]",17-May-1995,ASSAB,Eritrea,BOCHUM,Germany
1920191,TRUE,POTYE Tobias,POTYE T,Tobias POTYE,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,198,0,['Athletics'],"[""Men's High Jump""]",16-Mar-1995,MUNICH,Germany,MUNICH,Germany
1920192,TRUE,PREIS Constantin,PREIS C,Constantin PREIS,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,183,0,['Athletics'],"[""Men's 400m Hurdles""]",16-May-1998,CHISINAU,Republic of Moldova,PFORZHEIM,Germany
1920194,TRUE,PROBST Marius,PROBST M,Marius PROBST,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,183,0,['Athletics'],"[""Men's 1500m""]",20-Aug-1995,HERNE,Germany,HERNE,Germany
1920195,TRUE,PRUEFER Clemens,PRUEFER C,Clemens PRUEFER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,198,0,['Athletics'],"[""Men's Discus Throw""]",13-Aug-1997,ROSTOCK,Germany,POTSDAM,Germany
1920197,TRUE,PUDENZ Kristin,PUDENZ K,Kristin PUDENZ,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,191,0,['Athletics'],"[""Women's Discus Throw""]",09-Feb-1993,HERFORD,Germany,POTSDAM,Germany
1920202,TRUE,RINGER Richard,RINGER R,Richard RINGER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,182,0,['Athletics'],"[""Men's Marathon""]",27-Feb-1989,UBERLINGEN,Germany,UHLDINGEN,Germany
1920206,TRUE,SANDERS Manuel,SANDERS M,Manuel SANDERS,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,200,0,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",03-Apr-1998,DULMEN,Germany,DULMEN,Germany
1920207,TRUE,SCHAEFER Carolin,SCHAEFER C,Carolin SCHAEFER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,178,0,['Athletics'],"[""Women's Heptathlon""]",05-Dec-1991,BAD WILDUNGEN,Germany,FRANKFURT AM MAIN,Germany
1920211,TRUE,SCHNEIDER Velten,SCHNEIDER V,Velten SCHNEIDER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,183,0,['Athletics'],"[""Men's 3000m Steeplechase""]",21-Aug-1999,Unknown,Unknown,Unknown,Unknown
1920221,TRUE,STEINFORTH Till,STEINFORTH T,Till STEINFORTH,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,185,0,['Athletics'],"[""Men's Decathlon""]",11-Jun-2002,MAGDEBURG,Germany,Unknown,Unknown
1920230,TRUE,VITA Claudine,VITA C,Claudine VITA,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,179,0,['Athletics'],"[""Women's Discus Throw""]",19-Sep-1996,FRANKFURT AN DER ODER,Germany,BERLIN,Germany
1920234,TRUE,WAGNER Julian,WAGNER J,Julian WAGNER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,188,0,['Athletics'],"[""Men's 4 x 400m Relay""]",18-Mar-1998,Unknown,Unknown,Unknown,Unknown
1920236,TRUE,WEBER Julian,WEBER J,Julian WEBER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,190,0,['Athletics'],"[""Men's Javelin Throw""]",29-Aug-1994,MAINZ,Germany,BERLIN,Germany
1920238,TRUE,WESSEL Nele,WESSEL N,Nele WESSEL,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,169,0,['Athletics'],"[""Women's 1500m""]",06-Nov-1999,BERLIN,Germany,WIESBADEN,Germany
1920244,TRUE,WOLF Yannick,WOLF Y,Yannick WOLF,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,175,0,['Athletics'],"[""Men's 4 x 100m Relay"", '4 x 400m Relay Mixed']",12-May-2000,Unknown,Unknown,Unknown,Unknown
1920246,TRUE,ZERNIKEL Oleg,ZERNIKEL O,Oleg ZERNIKEL,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,186,0,['Athletics'],"[""Men's Pole Vault""]",16-Apr-1995,ALMATY,Kazakhstan,LANDAU,Germany
1920249,TRUE,HOTTENROTT Laura,HOTTENROTT L,Laura HOTTENROTT,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,170,0,['Athletics'],"[""Women's Marathon""]",14-May-1992,KASSEL,Germany,BAUNATAL,Germany
1920252,TRUE,KRANZ Kevin,KRANZ K,Kevin KRANZ,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,181,0,['Athletics'],"[""Men's 4 x 100m Relay""]",20-Jun-1998,Unknown,Unknown,Unknown,Unknown
1920254,TRUE,DAMMERMANN Fabian,DAMMERMANN F,Fabian DAMMERMANN,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,180,0,['Athletics'],"[""Men's 4 x 400m Relay""]",19-Oct-1997,Unknown,Unknown,Unknown,Unknown
1920258,TRUE,BEBENDORF Karl,BEBENDORF K,Karl BEBENDORF,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,184,0,['Athletics'],"[""Men's 3000m Steeplechase""]",07-May-1996,DRESDEN,Germany,DRESDEN,Germany
1920259,TRUE,FITWI SIBHATU Samuel,FITWI SIBHATU S,Samuel FITWI SIBHATU,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,180,0,['Athletics'],"[""Men's Marathon""]",01-Jan-1996,Unknown,Eritrea,GEROLSTEIN,Germany
1920269,TRUE,SCHIER Skadi,SCHIER S,Skadi SCHIER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,186,0,['Athletics'],"[""Women's 4 x 400m Relay""]",25-Mar-2000,Unknown,Unknown,Unknown,Unknown
1920276,TRUE,GUERTH Olivia,GUERTH O,Olivia GUERTH,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,164,0,['Athletics'],"[""Women's 3000m Steeplechase""]",31-May-2002,Unknown,Unknown,Unknown,Unknown
1920277,TRUE,SONNTAG Lena,SONNTAG L,Lena SONNTAG,Female,Alternate Athlete,GER,Germany,Germany,Germany,Germany,GER,158,0,['Athletics'],['Marathon Race Walk Relay Mixed'],01-Oct-2004,Unknown,Unknown,Unknown,Unknown
1920289,TRUE,WEISSENBERG Sophie,WEISSENBERG S,Sophie WEISSENBERG,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,182,0,['Athletics'],"[""Women's Heptathlon""]",24-Sep-1997,NEUBRANDENBURG,Germany,Unknown,Unknown
1920290,TRUE,HOVEN Annkathrin,HOVEN A,Annkathrin HOVEN,Female,Alternate Athlete,GER,Germany,Germany,Germany,Germany,GER,176,0,['Athletics'],['4 x 400m Relay Mixed'],08-Mar-2001,Unknown,Unknown,Unknown,Unknown
1920295,TRUE,BULMAHN Luna,BULMAHN L,Luna BULMAHN,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,176,0,['Athletics'],"[""Women's 4 x 400m Relay""]",26-Nov-1999,Unknown,Unknown,Unknown,Unknown
1920296,TRUE,SCHMIDT Alica,SCHMIDT A,Alica SCHMIDT,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,175,0,['Athletics'],"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",08-Nov-1998,WORMS,Germany,Unknown,Unknown
1920297,TRUE,HONSEL Christina,HONSEL C,Christina HONSEL,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,180,0,['Athletics'],"[""Women's High Jump""]",07-Jul-1997,DORSTEN,Germany,DORTMUND,Germany
1920299,TRUE,ASSANI Mikaelle,ASSANI M,Mikaelle ASSANI,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,175,0,['Athletics'],"[""Women's Long Jump""]",18-Aug-2002,PFORZHEIM,Germany,KARLSRUHE,Germany
1920301,TRUE,BLECH Torben,BLECH T,Torben BLECH,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,193,0,['Athletics'],"[""Men's Pole Vault""]",12-Feb-1995,SIEGEN,Germany,Unknown,Unknown
1920302,TRUE,KRAFZIK Carolina,KRAFZIK C,Carolina KRAFZIK,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,165,0,['Athletics'],"[""Women's 400m Hurdles""]",27-Mar-1995,NIEFERN-OSCHELBRONN,Germany,Unknown,Unknown
1920305,TRUE,STEINACKER Marike,STEINACKER M,Marike STEINACKER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,186,0,['Athletics'],"[""Women's Discus Throw""]",03-Apr-1992,WERMELSKIRCHEN,Germany,NEUBRANDENBURG,Germany
1920307,TRUE,RUPPERT Frederik,RUPPERT F,Frederik RUPPERT,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,184,0,['Athletics'],"[""Men's 3000m Steeplechase""]",19-Feb-1997,Unknown,Unknown,Unknown,Unknown
1920314,TRUE,BATZ Simon,BATZ S,Simon BATZ,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,194,0,['Athletics'],"[""Men's Long Jump""]",01-Dec-2002,OFFENDORF,Germany,MANNHEIM,Germany
1920326,TRUE,DEHNING Max,DEHNING M,Max DEHNING,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,188,0,['Athletics'],"[""Men's Javelin Throw""]",09-Sep-2004,HERMANNSBURG,Germany,Unknown,Unknown
1920334,TRUE,MUELLER Laura Raquel,MUELLER LR,Laura Raquel MUELLER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,171,0,['Athletics'],"[""Women's Long Jump""]",23-Apr-2004,Unknown,Unknown,Unknown,Unknown
1920339,TRUE,SOSNA Mika,SOSNA M,Mika SOSNA,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,198,0,['Athletics'],"[""Men's Discus Throw""]",13-Jun-2003,HAMBURG,Germany,HAMBURG,Germany
1920345,TRUE,ASKOVIC Aleksandar,ASKOVIC A,Aleksandar ASKOVIC,Male,Alternate Athlete,GER,Germany,Germany,Germany,Germany,GER,180,0,['Athletics'],"[""Men's 4 x 100m Relay""]",23-Oct-1997,Unknown,Unknown,Unknown,Unknown
1920348,TRUE,KEJETA Melat Yisak,KEJETA MY,Melat Yisak KEJETA,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,165,0,['Athletics'],"[""Women's Marathon""]",27-Sep-1992,Unknown,Ethiopia,BAUNATAL,Germany
1920355,TRUE,ANSAH Owen,ANSAH O,Owen ANSAH,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,190,0,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",28-Nov-2000,HAMBURG,Germany,MANNHEIM,Germany
1920366,TRUE,PRENZ Tyrel,PRENZ T,Tyrel PRENZ,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,184,0,['Athletics'],"[""Men's 4 x 400m Relay""]",15-Sep-2003,Unknown,Unknown,Unknown,Unknown
1920384,TRUE,MAYER Domenika,MAYER D,Domenika MAYER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,170,0,['Athletics'],"[""Women's Marathon""]",09-Oct-1990,BOBLINGEN,Germany,NEUKIRCHEN,Germany
1920412,TRUE,MORDI Manuel,MORDI M,Manuel MORDI,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,193,0,['Athletics'],"[""Men's 110m Hurdles""]",15-Aug-2003,Unknown,Unknown,Unknown,Unknown
1920415,TRUE,KNAESCHE Anjuli,KNAESCHE A,Anjuli KNAESCHE,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,169,0,['Athletics'],"[""Women's Pole Vault""]",18-Oct-1993,PREETZ,Germany,Unknown,Unknown
1920440,TRUE,KLEI Niklas Noah,KLEI NN,Niklas Noah KLEI,Male,Alternate Athlete,GER,Germany,Germany,Germany,Germany,GER,183,0,['Athletics'],"[""Men's 4 x 400m Relay""]",08-May-1999,Unknown,Unknown,Unknown,Unknown
1920454,TRUE,KEREKES Greta,KEREKES G,Greta KEREKES,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,164,0,['Athletics'],"[""Women's 100m Hurdles""]",09-Oct-1992,DEBRECEN,Hungary,DEBRECEN,Hungary
1920568,TRUE,KLEKNER Hanga,KLEKNER H,Hanga KLEKNER,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,174,0,['Athletics'],"[""Women's Pole Vault""]",24-Sep-1999,DEBRECEN,Hungary,DEBRECEN,Hungary
1920569,TRUE,DENG Yawen,DENG Y,DENG Yawen,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling BMX Freestyle'],"[""Women's Park""]",17-Oct-2005,LUZHOU,China,Unknown,China
1920571,TRUE,SUN Jiaqi,SUN J,SUN Jiaqi,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling BMX Freestyle'],"[""Women's Park""]",26-Apr-2004,LUOHE,China,Unknown,Unknown
1920607,TRUE,LYU Xianjing,LYU X,LYU Xianjing,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling Road'],"[""Men's Road Race""]",02-Feb-1998,YUNNAN,China,Unknown,Unknown
1920618,TRUE,TANG Xin,TANG X,TANG Xin,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",07-Jan-2001,Unknown,Unknown,Unknown,Unknown
1920622,TRUE,KOZAK Luca,KOZAK L,Luca KOZAK,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,166,0,['Athletics'],"[""Women's 100m Hurdles""]",01-Jun-1996,DEBRECEN,Hungary,DEBRECEN,Hungary
1920626,TRUE,KRIZSAN Xenia,KRIZSAN X,Xenia KRIZSAN,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,172,0,['Athletics'],"[""Women's Heptathlon""]",13-Jan-1993,BUDAPEST,Hungary,CSOMAD,Hungary
1920637,TRUE,MADARASZ Viktoria,MADARASZ V,Viktoria MADARASZ,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,155,0,['Athletics'],"[""Women's 20km Race Walk""]",12-May-1985,BUDAPEST,Hungary,BUDAPEST,Hungary
1920638,TRUE,BAO Shanju,BAO S,BAO Shanju,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling Track'],"[""Women's Sprint"", ""Women's Team Sprint""]",03-Nov-1997,Unknown,Unknown,Unknown,Unknown
1920639,TRUE,GUO Yufang,GUO Y,GUO Yufang,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling Track'],"[""Women's Keirin"", ""Women's Team Sprint""]",15-Mar-1999,Unknown,China,Unknown,China
1920640,TRUE,YUAN Liying,YUAN L,YUAN Liying,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint""]",13-Apr-2005,Unknown,China,Unknown,China
1920641,TRUE,JIANG Yulu,JIANG Y,JIANG Yulu,Female,Alternate Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling Track'],"[""Women's Team Sprint""]",27-Jan-2004,Unknown,China,Unknown,China
1920643,TRUE,ZHOU Yu,ZHOU Y,ZHOU Yu,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",05-Jan-1999,Unknown,China,Unknown,China
1920645,TRUE,GUO Shuai,GUO S,GUO Shuai,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling Track'],"[""Men's Team Sprint""]",01-May-1995,Unknown,China,Unknown,China
1920646,TRUE,LIU Qi,LIU Q,LIU Qi,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",29-Nov-2000,Unknown,China,Unknown,China
1920649,TRUE,LI Zhiwei,LI Z,LI Zhiwei,Male,Alternate Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling Track'],"[""Men's Team Sprint""]",28-Jan-2004,Unknown,China,Unknown,China
1920670,TRUE,LIU Jiali,LIU J,LIU Jiali,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0,['Cycling Track'],"[""Women's Omnium""]",06-Apr-1994,DEYANG,China,DEYANG,China
1920683,TRUE,MOLNAR Attila,MOLNAR A,Attila MOLNAR,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,185,0,['Athletics'],"[""Men's 400m""]",17-Jan-2002,Unknown,Unknown,BUDAPEST,Hungary
1920696,TRUE,NEMES Rita,NEMES R,Rita NEMES,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,178,0,['Athletics'],"[""Women's Heptathlon""]",30-Nov-1989,S?TORALJA?JHELY,Hungary,BUDAPEST,Hungary
1920707,TRUE,DHAOUADI Selma,DHAOUADI S,Selma DHAOUADI,Female,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,0,0,['Rowing'],"[""Lightweight Women's Double Sculls""]",03-Feb-1996,ROUEN,France,NANTES,France
1920708,TRUE,TAIEB Mohamed,TAIEB M,Mohamed TAIEB,Male,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,0,0,['Rowing'],"[""Men's Single Sculls""]",15-Oct-1996,Unknown,Unknown,Unknown,Unknown
1920729,TRUE,GYURATZ Reka,GYURATZ R,Reka GYURATZ,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,174,0,['Athletics'],"[""Women's Hammer Throw""]",31-May-1996,Unknown,Hungary,SZOMBATHELY,Hungary
1920753,TRUE,BYAMBASUREN Bat Erdene,BYAMBASUREN BE,Bat Erdene BYAMBASUREN,Male,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,0,0,['Wrestling'],"[""Men's Freestyle 86kg""]",12-Jul-1999,Unknown,Unknown,Unknown,Unknown
1920760,TRUE,ENKH AMAR Davaanasan,ENKH AMAR D,Davaanasan ENKH AMAR,Female,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,0,0,['Wrestling'],"[""Women's Freestyle 76kg""]",06-Apr-1998,Unknown,Unknown,ULAANBAATAR,Mongolia
1920805,TRUE,CHARAMBA Makanakaishe,CHARAMBA M,Makanakaishe CHARAMBA,Male,Athlete,ZIM,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,ZIM,191,0,['Athletics'],"[""Men's 200m""]",20-Dec-2001,Unknown,Zimbabwe,"AUBURN, AL",United States
1920815,TRUE,XIONG Shiqi,XIONG S,XIONG Shiqi,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,170,0,['Athletics'],"[""Women's Long Jump""]",09-Mar-2004,YICHANG,China,WUHAN,China
1920828,TRUE,SHI Yuhao,SHI Y,SHI Yuhao,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,182,0,['Athletics'],"[""Men's Long Jump""]",26-Sep-1998,Unknown,China,Unknown,China
1920830,TRUE,ZHANG Mingkun,ZHANG M,ZHANG Mingkun,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,185,0,['Athletics'],"[""Men's Long Jump""]",20-Oct-2000,ZHUZHOU,China,ZHUZHOU,China
1920833,TRUE,ZHU Yaming,ZHU Y,ZHU Yaming,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,191,0,['Athletics'],"[""Men's Triple Jump""]",04-May-1994,HULUNBUIR,China,HULUNBUIR,China
1920835,TRUE,FANG Yaoqing,FANG Y,FANG Yaoqing,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,182,0,['Athletics'],"[""Men's Triple Jump""]",20-Apr-1996,LIUZHOU,China,HANGZHOU,China
1920836,TRUE,SU Wen,SU W,SU Wen,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,188,0,['Athletics'],"[""Men's Triple Jump""]",10-Feb-1999,CHONGQING,China,SHANGHAI,China
1920838,TRUE,YAO Jie,YAO J,YAO Jie,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,188,0,['Athletics'],"[""Men's Pole Vault""]",21-Sep-1990,Unknown,China,Unknown,China
1920839,TRUE,HUANG Bokai,HUANG B,HUANG Bokai,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,190,0,['Athletics'],"[""Men's Pole Vault""]",26-Sep-1996,SHAOWU,China,SHENZHEN,China
1920840,TRUE,ZHONG Tao,ZHONG T,ZHONG Tao,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,178,0,['Athletics'],"[""Men's Pole Vault""]",12-Aug-2002,TONGLING,China,BEIJING,China
1920843,TRUE,WANG Zhen,WANG Z,WANG Zhen,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,189,0,['Athletics'],"[""Men's High Jump""]",07-Oct-2001,SUZHOU,China,NANJING,China
1920849,TRUE,ZENG Rui,ZENG R,ZENG Rui,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,171,0,['Athletics'],"[""Women's Triple Jump""]",06-Feb-1998,SHENZHEN,China,GUANGZHOU,China
1920857,TRUE,NIU Chunge,NIU C,NIU Chunge,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,178,0,['Athletics'],"[""Women's Pole Vault""]",14-Feb-2000,CHUZHOU,China,Unknown,China
1921032,TRUE,MUNKHTUR Lkhagvagerel,MUNKHTUR L,Lkhagvagerel MUNKHTUR,Male,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,0,0,['Wrestling'],"[""Men's Freestyle 125kg""]",04-Jan-1998,Unknown,Unknown,ULAANBAATAR,Mongolia
1921046,TRUE,ROCHE Mark,ROCHE M,Mark ROCHE,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,172,85,['Rugby Sevens'],['Men'],25-Jan-1993,DUBLIN,Ireland,DUBLIN,Ireland
1921051,TRUE,TEMBO Margaret,TEMBO M,Margaret TEMBO,Female,Athlete,ZAM,Zambia,Zambia,Zambia,Zambia,ZAM,155,0,['Boxing'],"[""Women's 50kg""]",21-May-1999,Unknown,Zambia,Unknown,Zambia
1921075,TRUE,RABA Daniel,RABA D,Daniel RABA,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,184,0,['Athletics'],"[""Men's Hammer Throw""]",24-Apr-1998,SZOMBATHELY,Hungary,Unknown,Hungary
1921119,TRUE,USMONOV Bakhodur,USMONOV B,Bakhodur USMONOV,Male,Athlete,TJK,Tajikistan,Tajikistan,Tajikistan,Tajikistan,TJK,174,0,['Boxing'],"[""Men's 63.5kg""]",21-Dec-1997,DUSHANBE,Tajikistan,DUSHANBE,Tajikistan
1921205,TRUE,KHATTALI Ghailene,KHATTALI G,Ghailene KHATTALI,Male,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,0,0,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",17-Jun-2000,Unknown,Unknown,SEVILLE,Spain
1921206,TRUE,JEMAI Salim,JEMAI S,Salim JEMAI,Male,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,0,0,['Canoe Slalom'],"[""Men's Canoe Single"", ""Men's Kayak Single"", ""Men's Kayak Cross""]",01-Mar-2005,STRASBOURG,France,STRASBOURG,France
1921345,TRUE,SBERTOLI Riccardo,SBERTOLI R,SBERTOLI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,188,0,['Volleyball'],['Men'],23-May-1998,MILAN,Italy,Unknown,Unknown
